CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn_probability,risk_band_default,risk_band_optimized,actual_churn,predicted_churn_f1
778,France,Male,33,1,0.0,2,1,0,85439.73,0.027,Low,Low,0,0
661,Spain,Female,42,9,75361.44,1,1,0,27608.12,0.3095,Low,Low,1,0
667,France,Male,44,8,122277.87,1,1,1,91810.71,0.152,Low,Low,0,0
675,France,Female,21,8,98373.26,1,1,0,18203.0,0.1074,Low,Low,0,0
715,Spain,Male,42,6,0.0,2,1,1,128745.69,0.0273,Low,Low,0,0
495,France,Female,40,1,140197.71,2,1,0,150720.39,0.1512,Low,Low,0,0
680,France,Female,30,8,141441.75,1,1,1,16278.97,0.0761,Low,Low,0,0
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0.586,Medium,Medium,0,1
563,France,Female,34,6,0.0,2,0,0,36536.93,0.033,Low,Low,0,0
655,Germany,Female,37,4,108862.76,1,1,0,79555.08,0.3889,Low,Medium,1,1
834,France,Female,49,2,131394.56,1,0,0,194365.76,0.5657,Medium,Medium,1,1
503,France,Female,28,5,0.0,2,1,0,125918.17,0.035,Low,Low,0,0
668,Spain,Female,30,8,0.0,2,1,0,138465.7,0.043,Low,Low,0,0
834,Germany,Female,57,8,112281.6,3,1,0,140225.14,0.97,High,High,1,1
526,France,Female,36,0,0.0,2,1,0,97767.63,0.0949,Low,Low,0,0
576,Spain,Male,19,6,0.0,2,0,0,72306.07,0.0323,Low,Low,0,0
480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0.0642,Low,Low,0,0
670,France,Female,50,8,138340.06,1,0,1,3159.15,0.3653,Low,Medium,0,1
660,France,Male,30,7,146301.31,1,0,0,96847.91,0.0863,Low,Low,0,0
651,Germany,Female,45,6,86714.06,1,1,0,85869.89,0.5948,Medium,Medium,1,1
844,Spain,Male,56,5,99529.7,1,0,1,157230.06,0.2255,Low,Low,1,0
680,France,Male,36,3,116275.12,1,1,1,63795.8,0.0636,Low,Low,0,0
850,Spain,Female,53,7,65407.16,2,0,0,182633.63,0.6067,Medium,Medium,1,1
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0.3813,Low,Medium,0,1
535,France,Female,29,2,112367.34,1,1,0,185630.76,0.1066,Low,Low,0,0
655,Spain,Female,29,9,0.0,2,0,1,85736.26,0.0322,Low,Low,0,0
609,France,Female,39,8,141675.23,1,0,1,175664.25,0.1564,Low,Low,0,0
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0.221,Low,Low,0,0
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,0.1589,Low,Low,1,0
665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0.2345,Low,Low,0,0
640,France,Male,40,8,110340.68,1,1,1,157886.6,0.1176,Low,Low,0,0
625,France,Female,36,3,0.0,2,1,0,41295.1,0.0458,Low,Low,1,0
633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0.0546,Low,Low,0,0
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0.197,Low,Low,0,0
777,France,Female,30,4,0.0,2,0,1,115611.97,0.03,Low,Low,0,0
755,France,Male,36,8,0.0,2,1,0,176809.87,0.0304,Low,Low,0,0
705,France,Male,30,1,0.0,1,1,1,181300.32,0.1021,Low,Low,0,0
786,France,Female,29,4,0.0,2,1,0,103372.79,0.0376,Low,Low,0,0
758,Germany,Male,68,6,112595.85,1,1,0,35865.44,0.829,High,High,1,1
604,Spain,Male,27,9,101352.78,1,0,0,30252.3,0.0895,Low,Low,0,0
797,France,Male,30,10,69413.44,1,1,1,74637.57,0.0598,Low,Low,0,0
489,France,Female,31,7,139395.08,1,0,1,6120.84,0.0664,Low,Low,0,0
621,Spain,Male,41,5,104631.67,1,1,1,95551.22,0.1171,Low,Low,0,0
608,Germany,Male,26,1,106648.98,1,0,1,7063.6,0.1513,Low,Low,0,0
480,France,Female,42,1,152160.21,2,1,0,101778.9,0.1442,Low,Low,0,0
504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0.1124,Low,Low,0,0
663,Spain,Female,22,9,0.0,1,1,0,29135.89,0.1701,Low,Low,1,0
632,Spain,Female,32,1,0.0,2,1,0,19525.65,0.0466,Low,Low,0,0
845,France,Male,33,8,164385.53,1,1,0,150664.97,0.0929,Low,Low,0,0
587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0.1153,Low,Low,0,0
568,Germany,Male,46,8,150836.92,1,0,0,64516.8,0.6523,Medium,Medium,1,1
766,Germany,Female,28,4,90696.78,1,0,1,21597.2,0.1841,Low,Low,0,0
633,France,Male,59,2,103996.74,1,1,1,103159.11,0.1797,Low,Low,0,0
746,France,Female,37,4,0.0,2,0,1,171039.56,0.0447,Low,Low,0,0
768,France,Male,25,6,0.0,2,1,1,21215.67,0.0217,Low,Low,0,0
635,Spain,Male,38,0,103257.14,1,0,0,158344.63,0.127,Low,Low,0,0
529,France,Female,27,1,0.0,2,1,1,37769.98,0.0309,Low,Low,0,0
625,France,Male,39,2,0.0,2,1,0,100403.05,0.0348,Low,Low,0,0
697,France,Female,42,10,0.0,2,1,0,61312.15,0.054,Low,Low,0,0
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0.0722,Low,Low,0,0
708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0.0625,Low,Low,0,0
697,France,Female,33,1,87347.7,1,1,0,172524.51,0.1036,Low,Low,0,0
573,France,Male,26,8,86270.93,2,1,1,90177.3,0.0376,Low,Low,0,0
682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0.1854,Low,Low,0,0
647,Germany,Male,44,4,93960.35,1,1,0,36579.53,0.5782,Medium,Medium,1,1
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0.2296,Low,Low,0,0
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0.2169,Low,Low,0,0
501,Spain,Male,43,6,104533.24,1,0,0,81123.59,0.2772,Low,Low,1,0
727,France,Female,26,9,121508.28,1,1,1,146785.44,0.0794,Low,Low,0,0
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,0.9553,High,High,1,1
770,France,Female,33,6,0.0,2,1,1,126131.9,0.0296,Low,Low,0,0
568,Spain,Female,26,6,0.0,2,0,0,166495.2,0.0479,Low,Low,0,0
577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0.5746,Medium,Medium,0,1
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0.1563,Low,Low,0,0
679,Spain,Female,28,9,0.0,2,0,1,61761.77,0.0337,Low,Low,0,0
544,France,Female,45,6,0.0,2,0,1,151401.33,0.1269,Low,Low,0,0
620,Spain,Male,29,9,0.0,2,1,0,13133.88,0.0307,Low,Low,0,0
588,Germany,Female,30,0,110148.49,1,1,0,5790.9,0.287,Low,Low,1,0
757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0.792,High,High,0,1
775,Spain,Male,30,4,0.0,2,0,1,57461.13,0.0252,Low,Low,0,0
718,France,Female,44,1,133866.22,1,0,1,139049.24,0.2407,Low,Low,0,0
690,France,Male,35,6,112689.95,1,1,0,176962.31,0.0981,Low,Low,0,0
613,France,Female,21,7,105627.95,1,1,1,36560.51,0.0765,Low,Low,0,0
699,France,Female,43,3,80764.03,1,1,0,199378.58,0.3695,Low,Medium,1,1
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,0.1311,Low,Low,1,0
850,France,Male,66,4,0.0,2,0,1,64350.8,0.0323,Low,Low,0,0
581,France,Male,31,3,0.0,2,0,0,89040.61,0.0277,Low,Low,0,0
513,Spain,Female,42,10,0.0,2,0,1,73151.25,0.0542,Low,Low,0,0
620,France,Male,61,5,0.0,1,0,0,31641.52,0.9168,High,High,1,1
726,France,Female,38,5,126875.62,1,1,0,128052.29,0.1663,Low,Low,0,0
709,France,Female,34,2,111669.68,1,1,0,57029.66,0.1088,Low,Low,0,0
804,France,Male,24,3,0.0,2,1,0,173195.33,0.0278,Low,Low,0,0
850,France,Female,28,9,0.0,2,1,0,185821.41,0.0363,Low,Low,0,0
670,France,Female,31,2,57530.06,1,1,1,181893.31,0.0837,Low,Low,1,0
841,France,Female,31,3,162701.65,2,1,1,126794.56,0.0431,Low,Low,0,0
628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0.6689,Medium,Medium,0,1
675,France,Male,49,8,135133.39,1,0,1,179521.24,0.2402,Low,Low,1,0
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0.4656,Medium,Medium,0,1
672,France,Female,40,3,0.0,1,1,0,113171.61,0.3612,Low,Medium,1,1
581,Spain,Female,46,1,0.0,2,1,0,104272.04,0.156,Low,Low,0,0
584,Spain,Female,29,4,0.0,2,1,0,88866.92,0.0428,Low,Low,0,0
644,Spain,Male,28,0,0.0,2,1,0,119419.37,0.0385,Low,Low,0,0
661,France,Female,27,3,0.0,2,1,1,76889.79,0.0295,Low,Low,0,0
667,France,Female,24,4,0.0,2,0,1,34335.55,0.0284,Low,Low,0,0
630,Spain,Male,30,3,0.0,2,0,1,10486.69,0.0265,Low,Low,0,0
656,France,Male,43,7,134919.85,1,1,0,194691.95,0.3084,Low,Low,0,0
686,France,Female,31,1,0.0,2,1,0,4802.25,0.0341,Low,Low,0,0
730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0.0522,Low,Low,0,0
664,France,Male,58,5,98668.18,1,1,1,60887.58,0.1896,Low,Low,0,0
616,Germany,Female,41,1,103560.57,1,1,0,236.45,0.5702,Medium,Medium,1,1
718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0.3713,Low,Medium,0,1
717,France,Male,53,6,0.0,2,0,1,97614.87,0.0784,Low,Low,0,0
656,France,Male,35,6,0.0,2,1,0,1485.27,0.0306,Low,Low,0,0
687,France,Female,31,2,0.0,2,0,1,145411.39,0.0343,Low,Low,0,0
649,France,Female,52,8,49113.75,1,1,0,41858.43,0.8276,High,High,0,1
697,France,Female,45,1,0.0,2,1,0,46807.62,0.1552,Low,Low,1,0
659,Germany,Male,36,2,76190.48,2,1,1,149066.14,0.0361,Low,Low,0,0
587,France,Male,33,8,148163.57,1,0,0,122925.4,0.0823,Low,Low,0,0
613,France,Male,44,3,0.0,2,0,1,136491.72,0.045,Low,Low,0,0
733,France,Male,33,3,0.0,1,1,1,7666.73,0.0857,Low,Low,0,0
517,Spain,Male,46,4,0.0,1,1,0,22372.78,0.6144,Medium,Medium,0,1
584,France,Female,66,5,0.0,1,1,0,49553.38,0.8905,High,High,1,1
728,Spain,Female,43,5,0.0,1,1,1,120088.17,0.3219,Low,Low,0,0
777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0.1822,Low,Low,0,0
619,Spain,Female,44,6,52831.13,1,1,1,112649.22,0.3035,Low,Low,1,0
733,Spain,Male,36,1,0.0,2,0,1,108377.82,0.0249,Low,Low,0,0
430,France,Male,31,5,0.0,1,1,0,95655.16,0.1366,Low,Low,0,0
580,Germany,Male,45,8,103741.14,1,1,0,47428.73,0.7205,High,High,1,1
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0.2137,Low,Low,0,0
502,France,Male,45,0,0.0,1,0,0,84663.21,0.5899,Medium,Medium,0,1
585,France,Male,56,4,138227.19,2,1,1,55287.84,0.1597,Low,Low,0,0
626,France,Male,44,10,0.0,2,0,0,164287.86,0.0644,Low,Low,0,0
753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0.7585,High,High,0,1
535,France,Female,49,3,0.0,1,0,0,61820.41,0.7518,High,High,1,1
751,Spain,Male,52,8,0.0,2,0,1,179291.85,0.0808,Low,Low,0,0
478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0.0863,Low,Low,0,0
643,France,Female,45,4,45144.43,1,1,0,60917.24,0.6239,Medium,Medium,1,1
743,Germany,Male,59,5,108585.35,1,1,1,192127.22,0.4824,Medium,Medium,1,1
699,France,Male,53,4,0.0,2,0,1,111307.98,0.08,Low,Low,0,0
668,France,Male,46,0,0.0,2,0,0,29388.02,0.142,Low,Low,0,0
500,Spain,Male,38,7,0.0,2,0,0,192013.23,0.0377,Low,Low,0,0
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0.5578,Medium,Medium,0,1
581,Germany,Male,50,2,143829.2,2,1,0,181224.24,0.4378,Medium,Medium,1,1
559,France,Female,42,7,0.0,2,1,1,190040.29,0.0576,Low,Low,0,0
514,France,Male,45,1,178827.79,1,1,0,60375.18,0.5297,Medium,Medium,0,1
521,France,Female,32,2,136555.01,2,1,1,129353.21,0.0465,Low,Low,0,0
737,Spain,Female,39,7,130051.66,2,0,0,55356.39,0.1107,Low,Low,1,0
699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0.0566,Low,Low,0,0
737,France,Female,32,7,128551.36,2,0,1,189402.71,0.054,Low,Low,0,0
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0.0571,Low,Low,0,0
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0.1096,Low,Low,0,0
524,France,Female,28,7,0.0,2,0,1,147100.72,0.0345,Low,Low,0,0
608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0.1173,Low,Low,0,0
603,France,Male,35,6,128993.76,2,1,0,130483.56,0.0547,Low,Low,0,0
720,France,Male,52,7,0.0,1,1,1,14781.12,0.3885,Low,Medium,0,1
633,Germany,Male,29,6,117412.35,1,0,0,30338.94,0.2243,Low,Low,0,0
660,Spain,Female,28,3,128929.88,1,1,1,198069.71,0.0896,Low,Low,0,0
526,Spain,Female,36,5,91132.18,1,0,0,58111.71,0.2419,Low,Low,0,0
691,France,Female,34,7,0.0,2,0,1,161559.12,0.0344,Low,Low,0,0
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,0.8861,High,High,1,1
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0.0618,Low,Low,0,0
465,France,Female,51,8,122522.32,1,0,0,181297.65,0.7776,High,High,1,1
597,France,Male,67,2,0.0,2,0,1,108645.85,0.0337,Low,Low,0,0
683,Germany,Female,43,4,115888.04,1,1,1,117349.19,0.4861,Medium,Medium,1,1
794,Spain,Male,31,0,144880.34,2,0,1,175643.44,0.0399,Low,Low,0,0
569,France,Male,41,4,120243.49,1,1,0,163150.03,0.1852,Low,Low,1,0
565,Germany,Male,31,2,89558.39,2,1,1,4441.54,0.0396,Low,Low,0,0
674,France,Female,26,10,0.0,2,1,1,138423.1,0.0317,Low,Low,0,0
850,Germany,Female,40,7,104449.8,1,1,1,747.88,0.3627,Low,Medium,0,1
660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0.151,Low,Low,0,0
677,Spain,Male,56,5,123959.97,1,1,1,60590.72,0.2272,Low,Low,1,0
690,Germany,Male,32,0,106683.52,2,1,1,137916.49,0.0478,Low,Low,0,0
755,France,Male,42,2,119919.12,1,1,0,156868.21,0.2152,Low,Low,0,0
670,France,Male,33,2,141204.65,2,1,0,76257.46,0.0448,Low,Low,0,0
713,France,Female,52,0,185891.54,1,1,1,46369.57,0.3871,Low,Medium,1,1
628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0.0678,Low,Low,0,0
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,0.9575,High,High,1,1
813,Germany,Male,59,2,135078.41,1,1,0,187636.06,0.8788,High,High,1,1
560,France,Female,38,5,83714.41,1,1,1,33245.97,0.135,Low,Low,0,0
718,France,Female,37,7,0.0,2,1,1,55100.09,0.0399,Low,Low,0,0
687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0.1412,Low,Low,0,0
576,France,Female,55,6,44582.07,3,0,1,67539.85,0.9204,High,High,1,1
528,France,Male,37,6,103772.45,1,1,0,197111.99,0.1196,Low,Low,0,0
560,France,Female,44,5,143244.97,1,1,0,98661.27,0.357,Low,Medium,0,1
628,France,Male,37,0,0.0,2,1,1,171707.93,0.033,Low,Low,0,0
831,France,Male,30,2,0.0,2,0,1,3430.38,0.0205,Low,Low,0,0
641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0.1008,Low,Low,0,0
521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0.6947,Medium,Medium,0,1
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0.1599,Low,Low,0,0
673,Spain,Female,37,8,0.0,2,1,1,183318.79,0.0397,Low,Low,0,0
580,France,Female,35,8,0.0,2,0,1,10357.03,0.0385,Low,Low,0,0
655,France,Male,27,10,0.0,2,1,0,51620.94,0.0282,Low,Low,0,0
565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0.2384,Low,Low,0,0
523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0.4037,Medium,Medium,0,1
688,France,Female,32,5,0.0,2,0,1,177607.77,0.033,Low,Low,0,0
664,France,Female,41,5,0.0,1,1,1,152054.33,0.2696,Low,Low,0,0
690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0.2431,Low,Low,0,0
538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0.1087,Low,Low,0,0
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,0.29,Low,Low,0,0
684,France,Male,45,6,148071.39,1,1,0,183575.01,0.403,Medium,Medium,0,1
609,France,Female,53,6,0.0,2,1,1,124218.27,0.1203,Low,Low,0,0
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,0.5696,Medium,Medium,1,1
624,France,Female,62,7,125163.62,2,1,1,151411.5,0.2306,Low,Low,0,0
623,France,Male,45,0,0.0,1,1,0,196533.72,0.6986,Medium,Medium,1,1
595,France,Male,29,6,150685.79,1,1,0,87771.06,0.0824,Low,Low,0,0
665,Spain,Female,32,10,0.0,1,1,1,22487.45,0.1376,Low,Low,0,0
700,France,Female,37,7,0.0,2,1,0,17040.82,0.0533,Low,Low,0,0
594,France,Female,53,4,0.0,1,1,0,5408.74,0.8711,High,High,1,1
795,Germany,Male,38,7,125903.22,2,1,1,127068.92,0.0682,Low,Low,0,0
484,France,Female,32,3,0.0,2,1,1,139390.99,0.0351,Low,Low,0,0
742,Germany,Female,36,2,129748.54,2,0,0,47271.61,0.1212,Low,Low,1,0
499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0.8002,High,High,0,1
669,France,Male,45,7,149364.58,1,0,1,173454.07,0.1933,Low,Low,0,0
560,Spain,Female,33,9,0.0,1,0,1,183358.21,0.1595,Low,Low,0,0
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0.1409,Low,Low,0,0
619,Spain,Male,52,8,0.0,2,1,1,123242.11,0.0826,Low,Low,0,0
652,Spain,Male,71,4,0.0,1,1,1,120107.1,0.1208,Low,Low,0,0
705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0.1738,Low,Low,0,0
778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0.3594,Low,Medium,0,1
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0.1603,Low,Low,0,0
596,France,Female,39,10,86546.29,1,0,1,131768.98,0.1606,Low,Low,0,0
754,France,Male,37,6,0.0,1,1,1,116141.72,0.1134,Low,Low,0,0
776,Spain,Male,30,6,0.0,2,0,1,63908.86,0.0252,Low,Low,0,0
615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0.266,Low,Low,0,0
684,Germany,Female,44,2,133776.86,2,0,1,49865.04,0.1982,Low,Low,0,0
513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0.6136,Medium,Medium,0,1
705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0.3163,Low,Low,0,0
489,Spain,Male,58,4,0.0,2,1,1,191419.32,0.0769,Low,Low,0,0
721,France,Male,40,3,0.0,1,1,1,144874.67,0.1641,Low,Low,0,0
690,France,Male,36,7,101583.11,2,1,0,123775.15,0.0491,Low,Low,0,0
683,France,Male,36,5,115350.63,1,1,1,122305.91,0.0619,Low,Low,0,0
465,France,Male,33,5,0.0,2,0,1,78698.09,0.0238,Low,Low,0,0
850,France,Male,27,6,96654.72,2,0,0,152740.16,0.0396,Low,Low,0,0
627,Germany,Female,39,5,124586.93,1,1,0,93132.61,0.4445,Medium,Medium,1,1
669,France,Female,47,9,61196.54,1,1,0,58170.24,0.5847,Medium,Medium,0,1
762,France,Male,36,5,119547.46,1,1,1,42693.65,0.0651,Low,Low,0,0
448,France,Female,36,6,83947.12,2,1,0,81999.53,0.0816,Low,Low,0,0
813,Germany,Female,25,5,123616.43,1,0,1,132959.33,0.1936,Low,Low,0,0
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,0.4636,Medium,Medium,1,1
723,France,Male,28,4,0.0,2,1,1,123885.88,0.022,Low,Low,0,0
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0.1962,Low,Low,0,0
601,France,Male,47,1,64430.06,2,0,1,96517.97,0.1623,Low,Low,0,0
707,France,Female,35,9,0.0,2,1,1,70403.65,0.0365,Low,Low,0,0
461,France,Female,35,5,0.0,1,1,1,54209.02,0.1554,Low,Low,0,0
596,Spain,Male,67,6,0.0,2,1,1,138350.74,0.0313,Low,Low,0,0
730,Spain,Male,26,6,0.0,2,1,1,185808.7,0.0259,Low,Low,0,0
540,Spain,Male,28,8,0.0,2,0,0,197588.32,0.0315,Low,Low,0,0
631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0.0629,Low,Low,0,0
817,Germany,Male,45,9,101207.75,1,0,0,88211.12,0.7027,High,High,1,1
583,France,Male,40,3,0.0,2,1,0,47728.0,0.0321,Low,Low,0,0
683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0.0665,Low,Low,0,0
662,France,Female,41,4,0.0,2,1,0,126551.48,0.0502,Low,Low,0,0
559,France,Male,33,9,111060.05,2,1,0,110371.84,0.0488,Low,Low,0,0
538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0.1361,Low,Low,0,0
670,France,Female,38,4,119624.54,2,1,1,110472.12,0.0709,Low,Low,0,0
638,France,Male,36,6,188455.19,1,0,0,47031.4,0.2418,Low,Low,1,0
702,France,Female,29,10,88378.6,1,1,0,88550.28,0.1107,Low,Low,0,0
742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0.2686,Low,Low,0,0
731,France,Male,43,2,0.0,1,1,1,170034.95,0.2502,Low,Low,1,0
559,France,Female,43,1,0.0,1,0,1,86634.3,0.375,Low,Medium,0,1
607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0.0806,Low,Low,0,0
547,Germany,Male,55,4,111362.76,3,1,0,16922.28,0.9671,High,High,1,1
652,Spain,Female,36,1,0.0,2,1,1,19302.78,0.0444,Low,Low,0,0
604,France,Female,34,7,0.0,2,1,0,193021.49,0.0358,Low,Low,0,0
735,France,Female,38,1,0.0,3,0,0,92220.12,0.5141,Medium,Medium,1,1
545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0.227,Low,Low,0,0
506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0.1151,Low,Low,0,0
525,Germany,Female,30,0,157989.21,2,1,1,100687.67,0.0542,Low,Low,0,0
620,France,Female,33,9,127638.35,1,1,1,192717.57,0.0876,Low,Low,0,0
658,France,Female,43,7,140260.36,2,1,0,2748.72,0.1804,Low,Low,0,0
526,Germany,Female,32,6,131938.92,2,1,1,1795.93,0.1115,Low,Low,0,0
665,France,Female,34,1,96645.54,2,0,0,171413.66,0.0574,Low,Low,0,0
529,France,Male,28,9,0.0,2,1,1,52545.24,0.0262,Low,Low,0,0
543,France,Female,31,2,147674.26,1,1,1,16658.76,0.0724,Low,Low,0,0
635,France,Female,48,8,130796.33,2,1,1,43250.3,0.2405,Low,Low,0,0
631,Spain,Male,38,7,0.0,2,1,0,181605.85,0.0367,Low,Low,0,0
625,France,Male,22,9,0.0,2,1,0,157072.91,0.0275,Low,Low,0,0
764,France,Male,30,5,0.0,2,0,1,105155.66,0.0223,Low,Low,0,0
569,France,Male,36,1,67087.69,1,1,0,154775.7,0.1253,Low,Low,0,0
667,Spain,Male,31,5,0.0,2,1,1,20346.69,0.0254,Low,Low,0,0
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0.1713,Low,Low,0,0
683,France,Male,38,7,109346.13,2,1,0,102665.92,0.0651,Low,Low,0,0
722,France,Male,34,8,0.0,2,1,1,133447.49,0.022,Low,Low,0,0
512,France,Male,36,4,152169.12,2,0,0,38629.3,0.0564,Low,Low,1,0
422,France,Male,54,3,140014.42,1,0,1,86350.97,0.23,Low,Low,0,0
619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0.0596,Low,Low,0,0
679,France,Male,45,3,146758.24,1,1,0,48466.89,0.3917,Low,Medium,0,1
581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0.2133,Low,Low,0,0
586,France,Female,60,3,47020.65,2,0,1,63241.21,0.1286,Low,Low,1,0
643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0.0585,Low,Low,0,0
351,Germany,Female,57,4,163146.46,1,1,0,169621.69,0.9069,High,High,1,1
670,France,Female,33,7,0.0,2,1,1,88187.81,0.0291,Low,Low,0,0
599,Spain,Male,33,4,51690.89,1,1,0,111622.76,0.119,Low,Low,1,0
700,France,Male,46,5,95872.86,1,1,0,98273.01,0.392,Low,Medium,1,1
797,France,Male,45,8,0.0,1,0,0,125110.02,0.5753,Medium,Medium,0,1
699,France,Male,29,3,125689.29,1,1,1,151623.71,0.0539,Low,Low,0,0
680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0.1059,Low,Low,0,0
678,Spain,Female,27,5,87099.85,2,1,0,149550.95,0.0781,Low,Low,0,0
601,France,Female,43,2,0.0,1,1,0,49713.87,0.5052,Medium,Medium,1,1
701,Spain,Female,39,9,0.0,2,1,1,110043.88,0.0424,Low,Low,0,0
652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0.1442,Low,Low,0,0
622,France,Male,43,8,0.0,2,1,0,100618.17,0.0622,Low,Low,0,0
709,France,Male,42,9,118546.71,1,0,1,77142.85,0.1256,Low,Low,0,0
710,Germany,Female,41,9,149155.53,2,1,0,42131.26,0.1156,Low,Low,1,0
541,France,Male,34,3,128743.55,1,1,0,134851.12,0.0828,Low,Low,0,0
767,Spain,Female,24,5,0.0,2,1,1,67445.85,0.0352,Low,Low,0,0
691,France,Male,37,9,149405.18,1,1,1,146411.6,0.0686,Low,Low,0,0
756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0.0592,Low,Low,0,0
718,France,Male,52,8,79475.3,3,1,1,32421.32,0.8771,High,High,1,1
502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0.1297,Low,Low,0,0
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0.1392,Low,Low,0,0
798,France,Male,22,8,0.0,2,1,0,107615.43,0.0284,Low,Low,0,0
724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0.2187,Low,Low,0,0
491,France,Female,72,6,91285.22,1,1,1,7032.95,0.096,Low,Low,0,0
749,France,Female,60,6,0.0,1,1,0,17978.68,0.9172,High,High,1,1
587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0.1521,Low,Low,0,0
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0.0898,Low,Low,0,0
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0.3097,Low,Low,0,0
849,France,Male,35,4,110837.73,1,0,0,126419.8,0.0971,Low,Low,0,0
641,France,Male,37,7,0.0,2,1,0,75248.3,0.0349,Low,Low,0,0
475,France,Male,39,6,0.0,1,1,1,56999.9,0.166,Low,Low,1,0
509,France,Male,18,7,102983.91,1,1,0,171770.58,0.0853,Low,Low,0,0
505,Spain,Female,45,9,131355.3,3,1,0,195395.33,0.9157,High,High,1,1
541,France,Male,29,7,127504.57,1,0,0,86173.92,0.084,Low,Low,0,0
646,France,Male,38,7,0.0,2,1,0,1528.4,0.0341,Low,Low,0,0
666,France,Male,39,10,0.0,2,1,0,102999.33,0.034,Low,Low,0,0
